Time;ft01;ft02;ft03
08/01/2020;209.2;117.37;101.66
09/01/2020;235.55;121.1;104.6
10/01/2020;225.45;120.16;107.26
11/01/2020;234.11;118.48;109.16
12/01/2020;246.12;113.74;103.33
13/01/2020;169.91;122.83;109.39
14/01/2020;201;122.62;93.14
15/01/2020;244.05;123.26;107.02
16/01/2020;223.78;115.74;105.1
17/01/2020;212.65;108.92;99.77
18/01/2020;234.88;112.87;102.08
19/01/2020;206.97;113.1;100.22
20/01/2020;183.29;125.87;107.96
21/01/2020;209.62;120.83;106.14
22/01/2020;220.09;113.77;101.67
23/01/2020;203.9;116.05;104.9
24/01/2020;211.65;125.9;107.58
25/01/2020;270.46;135.52;114.5
26/01/2020;259.93;130.44;108.85
27/01/2020;193.96;136.46;115.06
28/01/2020;223.89;128.33;107.52
29/01/2020;235.14;125.93;107.17
30/01/2020;240.33;122.8;107
31/01/2020;237.98;126.11;109.46
01/02/2020;261.78;129.19;112.93
02/02/2020;223.91;110.08;94.36
03/02/2020;191.85;120.16;106.14
04/02/2020;190.25;116.75;104.58
05/02/2020;239.59;120.1;106.96
06/02/2020;218.69;122.1;108.37
07/02/2020;220.19;120.75;106.88
08/02/2020;262.26;130.18;113.42
09/02/2020;254.43;129.97;107.46
10/02/2020;214.17;127.81;105.97
11/02/2020;225.69;117.35;103.92
12/02/2020;215.5;122.5;106.72
13/02/2020;207.32;124.14;107.09
14/02/2020;208.53;129.31;110
15/02/2020;264.68;131.89;116.22
16/02/2020;241.46;125.34;108.8
17/02/2020;197.65;131.42;113.48
18/02/2020;240.58;128.87;113.07
19/02/2020;247.72;119.38;107.22
20/02/2020;229.9;127.39;112
21/02/2020;238.24;122.08;108.53
22/02/2020;271.16;112.29;104.13
23/02/2020;205.88;108.02;100.57
24/02/2020;197.26;117.13;105.33
25/02/2020;258.57;113.41;104.41
26/02/2020;195.68;114.43;104.6
27/02/2020;217.51;132.49;110.11
28/02/2020;231.04;129.18;109.3
29/02/2020;254.98;127.33;114.32
01/03/2020;260.14;122.75;104.62
02/03/2020;184.21;123.75;105.32
03/03/2020;225.6;121.8;104.79
04/03/2020;197.68;123.31;105.09
05/03/2020;229.99;123.08;104.4
06/03/2020;239.82;130.92;111.48
07/03/2020;259.73;131.27;113.91
08/03/2020;268.77;129.53;107.6
09/03/2020;200.82;134.67;110.44
10/03/2020;235.64;131.7;108.56
11/03/2020;241.02;132.99;111.38
12/03/2020;238.61;134.09;110.64
13/03/2020;248.93;139.28;114.82
14/03/2020;259.18;147.11;117.39
15/03/2020;251.55;139.09;111.38
16/03/2020;258.66;139.41;112.32
17/03/2020;237.32;133.57;109.06
18/03/2020;257.59;137.58;111.91
19/03/2020;270.71;145.56;115.05
20/03/2020;268.52;137.6;112.66
21/03/2020;270.31;135.8;112.59
22/03/2020;240.38;136.04;108.46
23/03/2020;262.32;139.69;112.45
24/03/2020;225.89;135.93;110.05
25/03/2020;220.01;136.59;111
26/03/2020;265.86;139.5;110.86
27/03/2020;241.27;140.7;112.07
28/03/2020;276.34;139.35;112.87
29/03/2020;265.22;123.18;102.99
30/03/2020;225.64;139.42;113.8
31/03/2020;260.88;134.69;110.83
01/04/2020;224.4;132.74;109.73
02/04/2020;224.4;131.26;109.83
03/04/2020;251.94;134.08;111.91
04/04/2020;229.95;133.35;112.32
05/04/2020;243.75;129.55;107.12
06/04/2020;248.21;131.61;109.98
07/04/2020;208.39;123.7;105.22
08/04/2020;230.35;130.79;104.63
09/04/2020;256.83;131.93;110.54
10/04/2020;256.24;127.69;105.09
11/04/2020;253.94;129.35;107.05
12/04/2020;230.16;127.66;101.72
13/04/2020;160.54;147.16;106.79
14/04/2020;234.06;124.44;105.71
15/04/2020;251.36;130.76;105.98
16/04/2020;258.51;131.15;106.12
17/04/2020;264.75;136.37;108.03
18/04/2020;258.7;125.01;103.36
19/04/2020;243.32;125.62;99.9
20/04/2020;199.01;134.91;108.41
21/04/2020;260.67;133.82;108.99
22/04/2020;247.65;133.17;108.47
23/04/2020;220.96;131.23;106.61
24/04/2020;200.43;137.12;103.34
25/04/2020;246.3;150.72;68.62
26/04/2020;263.78;127.59;107.73
27/04/2020;251.39;131.16;106.72
28/04/2020;242.11;126.95;104.46
29/04/2020;173.73;121.63;100.52
30/04/2020;228.83;127.95;106.86
01/05/2020;249.85;129.79;107.3
02/05/2020;241.26;125.67;108.31
03/05/2020;249.1;122.78;101.78
04/05/2020;192.79;127.37;107.86
05/05/2020;217.88;120.95;104.65
06/05/2020;207.6;108.89;99.87
07/05/2020;90.43;33.56;32.64
08/05/2020;264.09;165.28;125.61
09/05/2020;239.31;135.48;109.93
10/05/2020;249.26;126.81;101.41
11/05/2020;211.79;134.06;110.1
12/05/2020;263.58;123.59;106.77
13/05/2020;208.13;116.2;103.69
14/05/2020;206;115.07;101.91
15/05/2020;230.28;99.44;109.81
16/05/2020;116;15.89;108.88
17/05/2020;219.36;181.57;10.38
18/05/2020;226.21;131.02;129.44
19/05/2020;205.87;91.4;114.02
20/05/2020;170.72;68.97;82.59
21/05/2020;203.2;158.7;44.07
22/05/2020;237.97;109.82;114.93
23/05/2020;221.47;114.3;109.66
24/05/2020;188.43;76.52;109.61
25/05/2020;117.69;52.23;80.99
26/05/2020;209.48;173.06;38.63
27/05/2020;239.03;117.07;117.5
28/05/2020;185.95;115.55;108.33
29/05/2020;207.69;75.55;114.49
30/05/2020;113.08;43.85;86.21
31/05/2020;228.34;166.47;34.35
01/06/2020;236.71;118.77;118.92
02/06/2020;211.18;111.74;103.56
03/06/2020;204.41;91.39;110.96
04/06/2020;178.8;58.44;82.83
05/06/2020;199.8;177.49;24.53
06/06/2020;246.58;136.18;133.01
07/06/2020;246.82;123.04;118.75
08/06/2020;192.01;87.68;80.22
09/06/2020;23.67;35.53;22.65
10/06/2020;301.86;150.29;136.77
11/06/2020;266.33;122.79;123.02
12/06/2020;227.28;133.56;115.75
13/06/2020;193.67;88.88;75.11
14/06/2020;46.38;37.73;22.9
15/06/2020;278.13;148.14;122.16
16/06/2020;229.99;121.6;105.61
17/06/2020;227.68;123.31;107.49
18/06/2020;160.36;89.62;75.75
19/06/2020;22.85;40.45;19.02
20/06/2020;283.88;165.06;136.78
21/06/2020;249.69;119.17;105.67
22/06/2020;263.77;127.08;110.63
23/06/2020;168.68;88.07;68.67
24/06/2020;45.14;40.76;27.35
25/06/2020;271.57;154.98;125.69
26/06/2020;263.96;115.93;102.09
27/06/2020;221.67;110.62;101.72
28/06/2020;174.98;87.1;66.69
29/06/2020;45.83;39.75;20.59
30/06/2020;261.87;152.28;126.1
01/07/2020;249.53;119.71;110.66
02/07/2020;215.49;121.07;109.6
03/07/2020;140.01;85.57;73.71
04/07/2020;99.88;44.05;18.78
05/07/2020;271.72;156.32;133.43
06/07/2020;266.29;116.42;109.49
07/07/2020;222.44;122.44;112.35
08/07/2020;170.69;85.58;81.52
09/07/2020;59.49;51.62;22.69
10/07/2020;271.55;153.28;137.25
11/07/2020;269.83;120.9;118.05
12/07/2020;227.29;124.08;115.6
13/07/2020;184.28;83.91;81.42
14/07/2020;56.94;52.16;23.5
15/07/2020;286.7;149.18;140.12
16/07/2020;253.22;120.26;120.25
17/07/2020;229.03;125.18;125.28
18/07/2020;212.23;95.8;94.23
19/07/2020;46.15;51.87;32.17
20/07/2020;286.95;149.86;143.99
21/07/2020;270.37;124.97;125.53
22/07/2020;214.2;122.72;110.28
23/07/2020;194.36;87.71;74.8
24/07/2020;55.47;38.89;20.09
25/07/2020;261.99;162.28;137.21
26/07/2020;249.18;110.65;104.7
27/07/2020;225.9;127.69;116.81
28/07/2020;208.07;89.22;74.83
29/07/2020;58.78;47.52;23.55
30/07/2020;252.4;144.14;121.91
31/07/2020;210.99;121.85;112.05
01/08/2020;248.47;132.56;117.57
02/08/2020;189.14;87.48;74.63
03/08/2020;57.36;52.69;26.97
04/08/2020;268.46;149.67;125.38
05/08/2020;256.08;122.6;108.25
06/08/2020;239.69;125.94;113.99
07/08/2020;155.37;91.42;76.08
08/08/2020;65.55;39.44;20.11
09/08/2020;258.96;153.44;121.92
10/08/2020;249.55;123.1;110.19
11/08/2020;280.69;127.32;111.41
12/08/2020;147.13;88.83;78.84
13/08/2020;88.97;55.49;32.37
14/08/2020;238.29;141.79;123.37
15/08/2020;260.62;104.8;108.36
16/08/2020;238.31;112.53;104.98
17/08/2020;142.65;83.55;74.36
18/08/2020;69.99;53.64;36.73
19/08/2020;250.58;133.35;117.41
20/08/2020;130.55;72.65;68.77
21/08/2020;89.55;38.06;37.53
22/08/2020;273.23;169.21;125.7
23/08/2020;216.37;88.57;72.27
24/08/2020;69.36;54.64;28.58
25/08/2020;277.72;162.39;128.15
26/08/2020;202.61;97;73.46
27/08/2020;68.17;59.5;37.01
28/08/2020;278.15;157.92;121.07
29/08/2020;203.42;100.4;76.48
30/08/2020;69.15;61.7;26.09
31/08/2020;268.04;142.16;119.36
01/09/2020;176.86;79.12;67.14
02/09/2020;57.29;58.51;19.22
03/09/2020;271.73;154.26;127.07
04/09/2020;212.93;109.51;78.12
05/09/2020;68.23;55.18;34.73
06/09/2020;272.55;153.07;107.96
07/09/2020;190.33;94.7;74.8
08/09/2020;70.9;61.65;32.03
09/09/2020;268.66;138.6;111.33
10/09/2020;177.12;96.32;68.19
11/09/2020;70.08;69.17;38.23
12/09/2020;291.87;163.15;122.29
13/09/2020;185.11;100.15;68.5
14/09/2020;59.12;34.71;30.7
15/09/2020;279.96;159.48;113.58
16/09/2020;214.05;137.32;67.42
17/09/2020;166.98;144.3;37.24
18/09/2020;102.14;85.84;75.62
19/09/2020;210.27;107.81;76.85
20/09/2020;238.81;103.06;96.22
21/09/2020;176.58;120.1;99.75
22/09/2020;165.2;67.22;62.2
23/09/2020;80.35;68.92;40.32
24/09/2020;265.2;145.49;118.22
25/09/2020;200;83.95;70.83
26/09/2020;53.76;67.3;37.81
27/09/2020;283;148.08;117.26
28/09/2020;249.49;124.41;68.22
29/09/2020;166.1;147.62;33.16
30/09/2020;216.38;132.79;116.64
01/10/2020;189.4;87.74;74.74
02/10/2020;79.73;68.09;43.02
03/10/2020;280.82;145.67;117.63
04/10/2020;209.26;76;101.02
05/10/2020;161.26;61.95;115.18
06/10/2020;256.5;139.54;108.66
07/10/2020;165.27;75.87;64.24
08/10/2020;104.3;72.21;32.16
09/10/2020;235.29;126.19;109.35
10/10/2020;165.89;86.75;77.86
11/10/2020;69.57;54.84;38.93
12/10/2020;275.64;142.27;115.86
13/10/2020;177.14;85.58;70.36
14/10/2020;81.28;75.75;36.8
15/10/2020;273.5;130.43;114.78
16/10/2020;156.86;79.58;69.23
17/10/2020;82.9;68.92;44.08
18/10/2020;272.09;130.39;106.31
19/10/2020;150.51;80.21;76.16
20/10/2020;82.07;74.46;41.71
21/10/2020;244.42;133.08;119.85
22/10/2020;194.93;75.6;67.1
23/10/2020;78.7;60.3;44.82
24/10/2020;284.6;140.28;116.6
25/10/2020;156.39;80.65;66.09
26/10/2020;82.66;70.89;39.94
27/10/2020;258.86;127.96;108.53
28/10/2020;171.11;82.78;70.84
29/10/2020;67.95;74.5;37.43
30/10/2020;221.91;124.69;112.49
31/10/2020;180.55;72.78;70.95
01/11/2020;81.57;58.27;39.63
02/11/2020;267.92;139.63;118.05
03/11/2020;142.58;84.81;52.88
04/11/2020;80.31;76.55;34.31
05/11/2020;281.86;144.39;121.9
06/11/2020;179.42;82.65;68.3
07/11/2020;80.76;72.81;40.22
08/11/2020;257.42;135.48;115.65
09/11/2020;164.32;77.79;66.18
10/11/2020;72.05;71.54;47.12
11/11/2020;280.5;133.15;96.06
12/11/2020;154.38;82.69;67.12
13/11/2020;78.7;68.19;45.13
14/11/2020;219.12;130.18;120.72
15/11/2020;186.26;93.72;82.49
16/11/2020;110.2;55.78;21.63
17/11/2020;271.07;135.52;122.99
18/11/2020;164.73;74.75;61.92
19/11/2020;45.74;55.68;36.36
20/11/2020;279.6;159.61;118.03
21/11/2020;205.57;86.59;67.09
22/11/2020;81.03;57.52;40.13
23/11/2020;264.23;139.18;116.99
24/11/2020;163.97;74.99;55.41
25/11/2020;82.4;69.29;44.44
26/11/2020;292.77;165.66;95.03
27/11/2020;166.81;104.83;80.1
28/11/2020;146.5;34.3;141.12
29/11/2020;265.95;132.18;112.32
30/11/2020;170.85;72.82;103.53
01/12/2020;149.13;3.58;109.93
02/12/2020;209.53;141.96;102.76
03/12/2020;187.4;86.14;61.94
04/12/2020;67.37;71.02;37.67
05/12/2020;284.39;126.84;109.56
06/12/2020;129.82;73.65;54.71
07/12/2020;81.91;69.18;40.63
08/12/2020;271.02;153.55;119.04
09/12/2020;176.22;93.44;70.36
10/12/2020;102.11;80.33;43.41
11/12/2020;290.29;149.24;120.81
12/12/2020;202.01;96.35;76.24
13/12/2020;57.15;49.21;36.96
14/12/2020;279.62;155.45;120.9
15/12/2020;179.07;88.81;63.56
16/12/2020;82.44;75.5;41.07
17/12/2020;283.87;142.64;113.61
18/12/2020;165.51;92.24;67.49
19/12/2020;67.75;60.87;46.07
20/12/2020;291.78;151.78;113.4
21/12/2020;174.91;97.79;68.76
22/12/2020;53.48;63.27;37.83
23/12/2020;260.92;152.08;116.46
24/12/2020;254.4;131.57;103.16
25/12/2020;244.32;114;92.01
26/12/2020;227.83;128.67;100.86
27/12/2020;221.11;125.41;90.93
28/12/2020;241.12;129.55;99.45
29/12/2020;209.98;125.8;99.27
30/12/2020;208.31;132.39;101.47
31/12/2020;226.16;124.05;97.1
